identificador,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49
118,nombreA22,apellidoA22,44502,146.31,Activo,42853,24,30,46,85,37,51,66,30,25,29,46,87,6,38,61,38,39,45,4,21,62,49,27,60,80,74,53,38,5,14,41,80,82,56,80,68,67,75,55,26,89,79,93
119,nombreA23,apellidoA23,44532,147.56,Activo,42854,3,32,19,38,8,66,9,90,12,6,6,0,42,99,91,74,59,60,53,98,28,80,25,3,36,48,37,29,6,19,5,29,14,57,25,10,30,72,25,83,1,9,27
120,nombreA24,apellidoA24,44563,148.81,Activo,42855,73,61,88,13,94,48,36,14,45,53,27,26,91,84,36,23,85,13,40,59,51,62,39,69,4,61,84,7,13,7,66,38,34,30,82,71,33,65,1,66,95,65,4
121,nombreA25,apellidoA25,44594,150.06,Activo,42856,43,70,76,67,7,65,73,45,65,23,75,0,90,36,77,93,43,93,96,72,46,39,68,37,91,71,23,23,45,10,60,34,53,36,54,82,36,99,73,54,17,35,40
122,nombreA26,apellidoA26,44622,151.31,Activo,42857,97,4,69,35,70,22,84,20,39,74,28,86,38,32,59,7,40,13,8,1,55,49,99,64,84,47,21,80,13,46,4,26,91,6,72,42,41,60,20,40,77,62,42
123,nombreA27,apellidoA27,44653,152.56,Activo,42858,58,3,26,3,43,28,13,70,97,26,59,15,41,81,8,7,7,86,93,61,13,8,32,7,88,52,40,61,97,10,19,59,48,58,43,65,86,64,1,55,39,81,64
124,nombreA28,apellidoA28,44683,153.81,Activo,42859,85,6,33,99,82,15,24,75,92,49,38,23,38,29,29,53,35,7,82,98,35,65,54,94,89,97,22,41,95,83,11,47,72,79,53,20,24,64,99,60,96,18,57
125,nombreA29,apellidoA29,44714,155.06,Activo,42860,24,78,34,65,80,40,59,80,86,55,54,88,56,70,55,12,82,84,86,63,63,14,77,97,42,78,80,17,15,92,92,97,60,61,49,87,1,40,30,21,30,37,10
126,nombreA30,apellidoA30,44744,156.31,Activo,42861,44,17,1,52,34,74,75,35,47,1,35,43,67,61,1,67,24,5,24,86,93,19,64,76,35,31,37,49,35,31,65,36,35,97,29,51,75,6,90,71,17,94,6
127,nombreA31,apellidoA31,44775,157.56,Activo,42862,32,87,15,5,28,67,25,97,81,97,2,31,29,35,51,65,30,25,26,5,7,39,7,73,88,61,48,99,87,42,48,66,49,1,52,87,64,30,92,33,67,28,71
128,nombreA32,apellidoA32,44806,158.81,Activo,42863,50,37,71,36,77,41,91,25,8,76,64,76,10,20,95,93,30,78,88,2,53,54,74,59,77,79,72,89,53,16,37,71,11,13,94,78,22,66,63,34,46,43,6
129,nombreA33,apellidoA33,44836,160.06,Activo,42864,29,52,66,8,20,88,95,39,4,54,99,91,38,13,42,52,62,11,66,74,27,8,26,67,55,45,55,50,64,0,4,72,39,3,1,60,50,72,38,91,77,42,56
130,nombreA34,apellidoA34,44867,161.31,Activo,42865,20,98,79,2,77,32,59,53,7,8,47,87,91,68,56,57,37,72,12,24,19,64,59,68,66,86,8,42,37,89,41,33,48,11,24,2,3,46,62,48,5,83,12
131,nombreA35,apellidoA35,44897,162.56,Activo,42866,28,69,82,82,77,13,39,27,96,10,45,51,0,33,64,97,81,29,64,22,14,83,70,10,20,12,76,16,79,38,97,35,97,89,12,55,37,81,1,15,31,33,82
132,nombreA36,apellidoA36,44928,163.81,Activo,42867,63,30,8,75,99,61,51,6,3,56,63,40,5,29,47,4,85,82,24,77,47,78,22,13,72,27,55,49,19,67,16,9,37,98,18,79,95,65,2,49,24,75,12
133,nombreA37,apellidoA37,44959,165.06,Activo,42868,65,68,58,44,56,38,38,21,42,45,22,57,85,49,76,23,69,46,71,15,0,8,29,26,18,17,34,58,84,50,10,9,50,95,3,88,30,22,92,63,62,70,43
134,nombreA38,apellidoA38,44987,166.31,Activo,42869,94,4,67,29,18,87,71,60,23,86,56,91,82,19,98,72,18,80,70,67,82,10,67,22,15,4,86,99,96,32,72,33,45,6,40,74,13,51,62,84,46,43,8
135,nombreA39,apellidoA39,45018,167.56,Activo,42870,65,90,16,47,50,34,47,96,71,71,94,92,24,18,57,2,92,23,57,6,69,7,57,69,63,72,49,48,47,56,47,28,43,89,64,35,12,16,48,78,71,34,47
136,nombreA40,apellidoA40,45048,168.81,Activo,42871,30,35,96,12,52,99,41,7,66,15,12,56,99,47,7,64,70,16,32,89,68,29,36,38,63,83,53,23,76,72,8,82,13,28,54,78,33,83,54,13,72,17,40
137,nombreA41,apellidoA41,45079,170.06,Activo,42872,53,84,85,43,88,94,20,53,27,92,72,67,52,91,5,20,94,75,22,65,99,95,67,0,19,19,45,96,39,52,53,45,62,16,45,82,4,15,23,30,63,16,63
138,nombreA42,apellidoA42,45109,171.31,Activo,42873,3,53,55,83,84,8,60,87,4,6,91,21,63,31,71,92,86,2,52,99,33,49,13,32,55,70,65,80,7,71,32,2,29,91,53,6,50,71,33,65,93,26,82
139,nombreA43,apellidoA43,45140,172.56,Activo,42874,49,65,14,6,56,21,27,22,31,88,15,61,3,25,46,93,82,3,6,58,70,13,42,77,4,80,27,67,4,40,87,86,7,21,85,46,69,49,23,85,46,97,94
140,nombreA44,apellidoA44,45171,173.81,Activo,42875,96,95,43,11,60,57,82,33,67,63,32,40,21,56,19,69,26,43,27,28,92,5,44,14,5,64,2,84,25,59,70,14,79,75,3,39,71,56,32,91,75,85,11
141,nombreA45,apellidoA45,45201,175.06,Activo,42876,62,77,64,94,81,48,70,12,89,53,76,13,64,43,97,93,21,22,93,8,94,72,87,31,65,79,70,62,28,0,44,85,15,39,70,9,26,63,94,22,42,17,82
142,nombreA46,apellidoA46,45232,176.31,Activo,42877,64,15,14,44,62,17,92,77,27,30,34,96,75,8,49,51,77,27,94,39,85,51,97,43,33,39,8,36,85,17,8,12,18,83,8,2,54,87,47,90,47,26,72
143,nombreA47,apellidoA47,45262,177.56,Activo,42878,58,1,98,70,67,31,43,91,92,75,82,0,47,11,99,96,47,82,93,6,77,94,75,55,51,72,73,64,46,11,20,70,44,21,36,61,62,12,28,39,1,6,35
144,nombreA48,apellidoA48,45293,178.81,Activo,42879,12,7,56,37,36,96,60,35,28,87,17,85,27,19,4,55,51,43,49,31,36,17,45,15,15,97,93,11,43,59,47,29,80,43,60,45,81,68,39,41,4,98,59
145,nombreA49,apellidoA49,45324,180.06,Activo,42880,19,11,34,90,86,64,94,90,76,54,50,97,94,55,64,16,79,0,14,43,19,95,42,68,81,94,91,65,58,75,38,36,65,59,38,17,64,58,63,59,7,98,9
146,nombreA50,apellidoA50,45353,181.31,Activo,42881,75,42,65,91,54,26,24,97,8,84,37,60,86,72,64,20,99,53,93,86,28,79,62,1,22,82,57,39,10,55,73,50,60,53,56,87,71,57,82,33,66,74,36
147,nombreA51,apellidoA51,45384,182.56,Activo,42882,16,13,7,5,85,50,82,82,19,64,14,31,62,75,55,54,34,96,28,30,77,84,33,70,98,71,24,84,40,49,33,74,54,40,7,26,57,45,45,44,78,61,74
148,nombreA52,apellidoA52,45414,183.81,Activo,42883,95,61,67,79,58,43,78,91,66,40,53,84,48,7,92,16,95,14,99,8,98,94,92,25,97,32,88,9,7,68,75,51,13,89,30,15,63,47,17,98,71,90,74
149,nombreA53,apellidoA53,45445,185.06,Activo,42884,9,53,52,98,93,8,26,21,5,44,24,61,61,1,32,83,50,85,17,76,24,27,50,39,4,34,65,73,78,85,87,77,77,95,34,85,22,45,14,13,59,86,65
150,nombreA54,apellidoA54,45475,186.31,Activo,42885,55,88,86,5,66,63,47,3,81,80,48,49,10,22,71,8,52,81,16,22,56,9,71,36,87,3,88,34,24,1,77,2,96,33,61,40,84,94,72,73,18,99,10
151,nombreA55,apellidoA55,45506,187.56,Activo,42886,28,79,68,65,63,93,94,74,75,79,15,48,9,92,28,8,0,74,42,88,74,98,44,94,25,72,32,53,59,96,63,4,23,72,65,61,66,82,32,79,55,33,45
152,nombreA56,apellidoA56,45537,188.81,Activo,42887,93,71,14,52,54,80,19,15,51,42,94,39,81,35,66,15,25,72,91,83,90,31,79,76,87,25,62,86,78,23,84,12,54,69,97,43,79,18,74,21,58,43,2
153,nombreA57,apellidoA57,45567,190.06,Activo,42888,7,68,80,89,28,59,88,12,9,20,20,35,72,5,45,32,72,61,78,97,61,91,54,73,74,3,70,25,91,98,45,86,85,45,53,92,54,9,52,76,5,43,31
154,nombreA58,apellidoA58,45598,191.31,Activo,42889,35,21,23,75,15,7,15,94,88,32,45,57,28,74,34,92,8,14,22,36,63,95,35,79,26,80,78,33,16,23,7,94,93,6,97,61,32,66,76,82,37,21,97
155,nombreA59,apellidoA59,45628,192.56,Activo,42890,15,78,22,64,35,53,43,7,10,74,0,27,56,40,84,69,94,3,46,30,29,81,88,36,51,78,81,47,41,12,18,70,33,56,75,60,51,26,65,43,60,14,66
156,nombreA60,apellidoA60,45659,193.81,Activo,42891,98,35,3,0,22,77,77,38,40,6,15,53,38,31,66,38,10,62,45,0,41,55,62,49,85,38,48,29,19,25,81,13,83,78,45,85,47,77,44,84,68,49,80
157,nombreA61,apellidoA61,45690,195.06,Activo,42892,5,22,8,75,47,11,11,73,66,46,35,86,34,85,8,70,46,50,10,49,87,47,49,7,29,34,3,98,7,54,13,61,28,83,43,96,92,55,56,65,64,75,48
158,nombreA62,apellidoA62,45718,196.31,Activo,42893,36,62,96,51,37,70,30,30,34,41,67,42,28,88,30,68,98,95,71,49,26,72,47,89,39,79,72,82,74,15,93,49,84,31,11,22,99,84,27,14,53,70,62
159,nombreA63,apellidoA63,45749,197.56,Activo,42894,87,64,3,52,84,51,81,98,72,46,92,43,14,21,16,10,66,94,36,2,98,72,18,0,81,67,1,69,0,76,44,12,14,87,47,79,24,26,96,77,52,34,10
160,nombreA64,apellidoA64,45779,198.81,Activo,42895,4,58,30,84,84,99,92,94,29,64,54,59,49,73,38,68,2,73,89,47,15,99,85,2,57,11,27,29,37,66,82,49,33,24,60,9,59,28,7,8,95,58,2
161,nombreA65,apellidoA65,45810,200.06,Activo,42896,79,29,38,67,64,45,51,94,67,85,50,5,18,94,16,89,9,91,79,26,10,14,57,84,95,52,64,11,0,0,18,38,58,60,24,65,99,30,95,60,95,46,37
162,nombreA66,apellidoA66,45840,201.31,Activo,42897,28,26,89,29,19,22,61,30,14,59,52,64,38,20,95,44,75,4,70,37,43,56,45,80,98,18,37,26,62,20,65,35,98,13,76,64,18,58,39,61,79,33,9
163,nombreA67,apellidoA67,45871,202.56,Activo,42898,60,87,8,19,2,3,19,94,52,33,85,48,25,4,59,62,65,44,77,23,99,9,43,54,56,19,38,86,3,10,68,56,35,99,63,96,71,67,92,29,32,47,20
164,nombreA68,apellidoA68,45902,203.81,Activo,42899,76,35,34,47,46,76,25,66,66,58,97,40,16,48,1,10,9,90,23,86,23,62,17,19,31,49,78,25,53,10,69,4,38,62,74,41,4,66,98,73,66,54,76
165,nombreA69,apellidoA69,45932,205.06,Activo,42900,18,30,89,78,56,85,9,7,4,24,83,21,35,97,10,35,35,30,86,21,70,56,44,57,9,68,20,32,30,49,42,24,16,97,85,68,85,38,15,97,69,75,28
166,nombreA70,apellidoA70,45963,206.31,Activo,42901,75,75,59,68,66,14,38,34,5,91,92,25,77,61,46,24,18,12,65,52,28,19,13,72,35,80,54,46,29,34,58,99,88,59,53,37,41,61,95,42,96,51,87
167,nombreA71,apellidoA71,45993,207.56,Activo,42902,90,2,8,34,22,38,11,93,58,71,24,53,94,77,85,23,44,30,36,8,6,34,5,12,83,1,86,82,3,26,53,27,78,25,14,58,6,45,71,23,56,9,80
168,nombreA72,apellidoA72,46024,208.81,Activo,42903,55,1,36,63,94,84,31,29,34,34,63,93,39,69,79,43,82,96,24,44,70,72,49,43,70,31,65,20,88,89,73,37,82,54,34,53,9,34,54,27,70,25,1
169,nombreA73,apellidoA73,46055,210.06,Activo,42904,4,75,96,15,82,63,58,65,52,29,12,39,99,39,54,60,60,85,12,15,24,2,85,33,84,58,66,82,11,62,68,82,76,79,74,81,62,53,27,54,48,18,96
170,nombreA74,apellidoA74,46083,211.31,Activo,42905,99,62,53,29,63,78,44,58,26,14,69,45,86,67,69,23,6,74,27,3,47,63,29,29,44,44,15,48,83,91,75,37,4,4,63,45,18,12,16,59,1,59,0
171,nombreA75,apellidoA75,46114,212.56,Activo,42906,42,58,14,94,6,91,26,68,41,93,95,49,21,1,1,69,91,42,93,14,4,77,51,83,95,66,79,8,90,61,26,48,94,42,85,88,78,38,36,20,94,56,53
172,nombreA76,apellidoA76,46144,213.81,Activo,42907,10,8,21,26,12,97,68,25,64,21,6,52,14,72,37,69,79,28,0,14,74,76,34,63,82,92,32,90,72,33,10,36,61,45,76,42,36,23,18,83,76,13,0
173,nombreA77,apellidoA77,46175,215.06,Activo,42908,71,27,75,66,16,41,83,47,20,43,36,13,74,4,59,66,56,43,10,89,98,82,50,5,97,84,99,15,7,98,46,96,21,80,40,37,43,49,75,40,38,81,56
174,nombreA78,apellidoA78,46205,216.31,Activo,42909,96,0,84,5,39,2,91,20,16,10,31,45,90,52,7,39,95,28,43,5,97,44,82,65,14,86,37,11,42,83,56,52,98,71,80,98,88,96,25,60,38,39,57
175,nombreA79,apellidoA79,46236,217.56,Activo,42910,20,78,98,98,45,29,38,54,91,75,29,54,20,52,99,80,47,72,91,10,75,83,21,52,37,2,73,64,24,50,91,32,99,89,16,19,5,75,35,12,17,80,19
176,nombreA80,apellidoA80,46267,218.81,Activo,42911,60,5,89,74,7,56,2,84,1,61,56,53,86,44,77,8,69,82,13,12,15,75,99,51,11,86,42,47,44,81,92,38,44,59,44,3,80,8,75,16,30,48,87
177,nombreA81,apellidoA81,46297,220.06,Activo,42912,59,19,97,91,57,83,19,59,71,56,94,74,38,31,7,18,98,4,6,59,1,53,12,20,21,81,22,28,65,27,9,77,44,92,88,21,69,25,56,21,33,38,39
178,nombreA82,apellidoA82,46328,221.31,Activo,42913,1,45,18,89,93,87,45,42,85,45,57,93,44,72,51,96,94,76,84,9,44,8,85,89,65,35,66,51,23,7,90,68,34,29,97,13,13,99,64,1,15,48,45
179,nombreA83,apellidoA83,46358,222.56,Activo,42914,10,53,88,52,28,80,41,81,37,59,1,64,8,49,50,97,85,43,89,57,17,61,26,47,33,98,57,17,34,11,89,3,49,20,75,26,88,35,48,20,64,62,67
180,nombreA84,apellidoA84,46389,223.81,Activo,42915,79,61,26,1,96,39,34,2,60,24,8,15,62,55,58,44,98,83,23,21,70,5,64,50,14,12,85,0,51,78,89,17,73,11,16,0,85,61,13,63,10,56,67
181,nombreA85,apellidoA85,46420,225.06,Activo,42916,17,53,16,98,22,18,58,58,3,5,35,72,34,40,96,2,79,29,85,48,6,65,37,57,74,23,97,93,26,82,47,73,54,96,13,47,79,75,53,16,95,83,27
182,nombreA86,apellidoA86,46448,226.31,Activo,42917,55,32,74,46,4,73,34,29,85,48,23,19,53,75,86,92,92,60,46,51,23,59,83,99,39,19,48,75,53,13,52,23,3,62,49,61,60,0,96,33,5,3,78
183,nombreA87,apellidoA87,46479,227.56,Activo,42918,25,32,29,63,37,49,65,84,44,66,90,65,25,41,58,87,64,55,15,41,8,11,1,16,39,8,95,91,73,5,37,69,99,51,29,75,59,61,76,55,33,47,62
184,nombreA88,apellidoA88,46509,228.81,Activo,42919,22,18,79,17,15,55,61,1,42,29,18,44,74,42,14,99,41,20,62,19,11,70,67,59,52,25,67,98,53,97,86,30,19,29,42,10,84,95,12,35,88,21,22
185,nombreA89,apellidoA89,46540,230.06,Activo,42920,39,17,2,49,34,61,55,46,58,69,90,30,87,49,83,89,49,70,72,4,58,91,49,15,80,47,1,13,98,77,83,87,43,28,24,42,62,28,48,9,90,60,68
186,nombreA90,apellidoA90,46570,231.31,Activo,42921,60,68,87,60,77,61,51,11,39,44,71,66,94,62,65,16,34,62,90,97,75,81,60,7,86,5,18,4,82,72,75,84,70,96,54,84,53,24,5,80,1,68,86
187,nombreA91,apellidoA91,46601,232.56,Activo,42922,37,17,74,41,41,94,22,46,44,13,79,31,86,87,29,29,37,1,54,75,74,17,5,8,92,73,18,41,82,23,16,46,96,24,58,91,8,99,12,10,59,18,75
188,nombreA92,apellidoA92,46632,233.81,Activo,42923,36,79,11,47,75,34,0,77,88,75,93,58,34,73,62,11,66,29,24,20,49,73,43,56,96,70,52,73,11,81,37,87,63,36,63,46,7,16,54,25,18,71,34
189,nombreA93,apellidoA93,46662,235.06,Activo,42924,3,99,5,98,85,25,89,61,12,49,56,58,38,69,43,51,24,16,56,65,17,18,71,87,35,85,77,92,34,0,32,13,10,59,20,85,85,21,20,18,99,79,48
190,nombreA94,apellidoA94,46693,236.31,Activo,42925,76,14,42,36,52,99,19,60,55,26,92,47,46,81,67,65,14,39,28,74,95,94,40,25,58,79,20,87,3,23,39,12,65,84,81,17,38,59,55,82,65,32,88
191,nombreA95,apellidoA95,46723,237.56,Activo,42926,41,40,68,29,95,47,60,0,3,8,17,78,30,65,31,32,76,73,92,95,50,88,58,20,87,44,48,32,54,96,62,15,56,72,95,50,90,75,52,2,7,50,17
192,nombreA96,apellidoA96,46754,238.81,Activo,42927,9,64,44,77,87,29,21,5,13,71,72,82,37,81,86,77,52,51,72,67,68,64,56,28,18,30,0,65,66,98,57,38,35,14,22,0,86,40,3,32,29,70,75
193,nombreA1,apellidoA1,43863,120.05,Activo,42928,43,41,76,44,23,44,52,86,39,52,68,23,16,92,84,99,49,41,33,18,82,5,83,97,52,84,84,61,31,25,3,15,85,36,80,30,10,19,48,23,8,36,27
194,nombreA2,apellidoA2,43892,121.33,Activo,42929,6,77,55,69,15,6,22,14,86,92,89,37,15,37,23,72,49,59,67,87,10,76,50,40,48,94,1,33,92,73,26,38,25,59,56,22,44,44,30,61,35,28,1
195,nombreA3,apellidoA3,43923,122.55,Activo,42930,62,73,48,77,80,7,32,42,59,73,53,35,18,34,1,11,42,3,60,8,58,11,88,51,49,84,20,44,28,85,72,3,54,24,51,53,11,15,99,34,16,78,95
196,nombreA4,apellidoA4,43953,123.81,Activo,42931,86,25,45,48,41,5,2,59,59,4,35,83,95,73,58,11,35,15,73,83,72,45,28,72,65,1,69,25,68,98,45,4,78,20,39,7,48,31,27,35,64,62,83
197,nombreA5,apellidoA5,43984,125.06,Activo,42932,25,10,0,21,94,5,21,14,36,91,44,98,7,61,93,70,67,33,64,55,63,97,16,94,71,14,29,97,78,94,66,30,31,99,44,0,92,14,56,9,72,17,45
198,nombreA6,apellidoA6,44014,126.31,Activo,42933,93,69,26,13,68,10,36,12,51,69,34,89,95,51,56,0,83,78,51,43,14,64,82,7,14,84,25,97,47,5,82,94,99,9,50,50,28,77,91,6,56,85,47
199,nombreA7,apellidoA7,44045,127.56,Activo,42934,22,63,61,82,79,91,87,7,54,40,26,73,12,78,96,31,45,19,20,59,27,32,30,70,77,51,60,62,65,84,5,26,62,90,33,58,84,48,38,72,27,94,23
200,nombreA8,apellidoA8,44076,128.81,Activo,42935,82,97,10,51,14,38,37,30,48,66,58,25,59,50,13,38,71,11,28,51,50,79,36,63,88,11,42,46,53,65,87,55,64,53,93,93,49,40,15,97,78,66,11
201,nombreA9,apellidoA9,44106,130.06,Activo,42936,22,59,65,1,80,99,84,99,50,80,7,41,54,52,31,92,1,39,75,47,49,34,1,14,69,97,98,26,74,28,36,88,30,38,78,49,31,74,58,71,35,60,96
202,nombreA10,apellidoA10,44137,131.31,Activo,42937,5,67,80,11,38,3,46,15,25,17,2,18,76,91,95,38,26,48,88,56,47,2,79,19,62,5,66,66,36,27,96,63,62,36,65,59,49,58,15,92,86,54,84
203,nombreA11,apellidoA11,44167,132.56,Activo,42938,70,1,42,21,87,38,61,99,49,86,38,41,97,42,73,88,1,38,39,95,98,20,48,64,93,36,81,90,99,35,52,9,81,42,65,12,19,22,46,99,78,16,0
204,nombreA12,apellidoA12,44198,133.81,Activo,42939,31,83,75,65,8,58,66,31,16,80,95,87,57,22,58,20,44,51,34,79,87,65,28,78,16,18,20,71,82,82,38,67,80,89,41,27,16,45,85,20,74,3,35
205,nombreA13,apellidoA13,44229,135.06,Activo,42940,41,46,66,51,21,27,30,45,99,15,67,44,56,64,86,69,41,25,48,92,88,69,32,37,55,97,79,35,73,25,36,55,49,95,70,75,43,42,79,53,66,63,91
206,nombreA14,apellidoA14,44257,136.31,Activo,42941,53,41,67,5,30,93,4,75,10,89,66,69,22,64,12,87,38,67,48,53,46,25,18,35,43,23,89,90,60,30,36,26,53,6,42,38,49,12,11,32,72,46,5
207,nombreA15,apellidoA15,44288,137.56,Activo,42942,56,85,83,45,32,55,46,17,91,95,74,57,73,26,32,85,18,44,27,28,35,11,20,95,88,75,93,44,11,38,48,74,64,85,57,94,20,89,11,10,86,4,1
208,nombreA16,apellidoA16,44318,138.81,Activo,42943,46,67,92,27,30,71,32,61,73,46,32,52,13,50,66,88,84,69,8,68,10,73,98,6,15,1,43,29,79,86,31,30,32,17,80,19,91,79,74,9,77,3,85
209,nombreA17,apellidoA17,44349,140.06,Activo,42944,26,20,45,75,85,53,22,25,72,91,38,56,52,15,82,18,31,86,58,45,21,6,14,24,67,19,11,83,56,56,91,57,48,29,78,24,13,93,60,44,30,62,34
210,nombreA18,apellidoA18,44379,141.31,Activo,42945,81,12,56,39,37,68,19,76,29,52,95,50,92,11,95,4,97,22,17,38,30,73,21,15,74,21,74,69,94,77,39,64,50,81,87,79,59,68,43,92,80,80,45
211,nombreA19,apellidoA19,44410,142.56,Activo,42946,44,68,84,80,21,65,36,40,22,2,0,33,59,77,87,69,84,9,61,58,84,3,85,4,92,76,88,69,84,13,16,2,77,25,81,26,55,0,41,77,11,31,96
212,nombreA20,apellidoA20,44441,143.81,Activo,42947,22,72,67,37,48,70,43,79,92,60,73,21,9,15,63,15,33,24,45,1,14,32,87,63,38,86,42,38,71,71,76,92,0,95,73,74,76,27,19,7,21,16,78
213,nombreA21,apellidoA21,44471,145.06,Activo,42948,97,64,0,53,17,17,44,11,70,95,52,52,28,21,40,25,91,26,75,49,4,2,88,3,57,25,60,87,78,37,79,47,52,49,74,76,68,36,92,63,2,88,23
214,nombreA22,apellidoA22,44502,146.31,Activo,42949,94,62,14,34,47,62,45,49,7,52,12,91,31,17,88,27,4,8,36,68,71,23,52,72,26,34,98,32,92,47,60,14,91,27,20,94,87,82,24,31,97,98,22
215,nombreA23,apellidoA23,44532,147.56,Activo,42950,85,89,47,36,35,61,92,97,82,9,67,35,9,51,27,20,76,3,50,6,36,51,21,36,39,89,40,15,39,21,3,56,11,1,73,0,64,45,89,66,67,34,94
216,nombreA24,apellidoA24,44563,148.81,Activo,42951,82,58,79,46,15,32,68,73,54,91,38,94,51,1,31,34,36,74,55,53,55,79,30,19,61,69,21,97,24,81,4,77,59,7,99,71,98,81,70,6,35,88,81
217,nombreA25,apellidoA25,44594,150.06,Activo,42952,31,11,59,12,73,84,56,89,23,39,55,94,99,43,68,31,53,64,62,61,52,49,92,59,47,24,58,77,82,74,6,23,23,85,9,0,23,73,3,56,59,79,12
218,nombreA26,apellidoA26,44622,151.31,Activo,42953,42,7,2,96,26,6,84,80,65,12,38,65,34,1,42,57,75,83,70,3,10,61,77,18,77,54,69,68,32,5,30,74,70,65,12,49,60,71,45,49,51,97,51
219,nombreA27,apellidoA27,44653,152.56,Activo,42954,77,64,3,43,77,51,49,33,84,17,98,48,81,15,53,18,18,25,76,80,29,18,18,57,16,34,18,15,24,37,35,35,23,56,69,62,41,55,8,40,83,75,99
220,nombreA28,apellidoA28,44683,153.81,Activo,42955,76,11,79,82,68,9,2,22,62,11,31,46,65,39,79,7,80,73,11,8,10,62,74,52,14,35,31,82,84,50,30,71,36,5,79,64,90,95,58,49,63,74,27
221,nombreA29,apellidoA29,44714,155.06,Activo,42956,19,22,5,10,65,45,86,86,3,62,29,90,53,38,70,5,87,63,25,40,75,4,46,42,81,58,17,87,7,95,68,3,3,53,92,27,76,96,54,7,13,66,94
222,nombreA30,apellidoA30,44744,156.31,Activo,42957,67,52,4,69,16,98,90,57,94,26,67,42,86,0,49,4,33,80,86,12,37,33,87,96,24,10,84,43,93,84,23,23,34,23,17,77,42,81,88,81,4,40,34
223,nombreA31,apellidoA31,44775,157.56,Activo,42958,59,31,31,52,10,25,39,2,51,52,11,19,28,40,59,38,47,81,47,25,82,16,51,46,27,40,87,80,80,4,88,52,64,92,96,17,62,94,96,47,75,89,3
224,nombreA32,apellidoA32,44806,158.81,Activo,42959,97,24,95,24,91,90,95,78,3,94,36,79,96,4,79,51,45,90,80,41,80,56,48,73,41,56,45,69,9,94,81,39,44,0,60,58,13,97,80,46,56,21,46
225,nombreA33,apellidoA33,44836,160.06,Activo,42960,87,62,42,76,85,75,99,65,53,39,8,54,52,46,66,81,74,45,93,50,8,37,44,6,92,6,3,60,76,49,43,74,24,22,87,93,72,33,29,72,65,37,61
226,nombreA34,apellidoA34,44867,161.31,Activo,42961,29,62,14,96,29,74,53,48,41,83,81,15,15,50,84,37,80,84,86,97,23,48,88,25,46,24,51,88,78,43,13,33,87,9,33,35,91,79,82,64,5,37,81
227,nombreA35,apellidoA35,44897,162.56,Activo,42962,95,20,47,69,26,81,84,65,50,80,2,51,97,65,0,30,26,43,65,3,58,7,85,89,80,37,58,26,74,4,63,86,55,57,50,93,97,46,19,56,72,4,58
228,nombreA36,apellidoA36,44928,163.81,Activo,42963,8,24,86,83,83,10,79,96,37,23,57,88,48,79,43,78,21,0,63,1,57,23,98,72,3,93,90,51,41,56,27,8,52,24,85,64,41,38,87,89,19,94,15
229,nombreA37,apellidoA37,44959,165.06,Activo,42964,13,18,33,81,9,37,0,52,94,78,87,48,98,42,38,78,18,20,46,76,89,68,45,94,63,91,33,61,56,1,28,43,22,77,98,67,10,59,85,56,24,27,99
230,nombreA38,apellidoA38,44987,166.31,Activo,42965,27,89,47,18,46,10,51,61,63,9,94,49,52,66,7,84,93,95,27,28,40,37,79,39,84,50,30,19,4,56,96,53,68,26,5,94,52,52,9,16,50,92,58
231,nombreA39,apellidoA39,45018,167.56,Activo,42966,61,2,93,48,15,68,97,0,71,45,0,69,25,85,54,69,53,4,13,54,94,89,17,16,48,91,99,14,53,56,22,78,40,55,23,69,77,53,59,60,96,78,66
232,nombreA40,apellidoA40,45048,168.81,Activo,42967,60,62,42,89,76,40,66,28,22,76,75,76,47,72,26,39,27,41,5,80,3,6,10,76,94,54,67,89,19,49,60,57,87,79,54,25,14,37,4,29,42,18,96
233,nombreA41,apellidoA41,45079,170.06,Activo,42968,29,78,18,20,37,21,74,15,33,49,90,88,31,59,53,12,13,25,1,50,37,18,86,26,72,83,77,80,91,4,7,89,65,60,89,14,21,7,32,49,19,80,90
234,nombreA42,apellidoA42,45109,171.31,Activo,42969,93,9,27,28,47,63,48,60,74,50,69,35,50,38,24,93,11,12,88,53,85,16,19,78,68,17,4,77,6,58,29,11,65,59,88,63,48,7,33,78,70,72,79
235,nombreA43,apellidoA43,45140,172.56,Activo,42970,39,87,65,27,38,60,64,84,2,38,0,19,67,87,48,37,11,58,83,83,13,89,55,5,89,52,81,44,48,40,94,12,14,74,88,44,95,50,61,67,63,82,75
236,nombreA44,apellidoA44,45171,173.81,Activo,42971,33,22,75,15,24,54,92,18,80,59,42,51,85,66,70,52,20,50,29,5,54,22,39,72,86,61,13,2,35,82,5,21,11,89,27,98,72,24,79,96,71,18,97
